



Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Voluntarios y voluntarias del Ayuntamiento de Madrid;sociedad-bienestar;voluntarios, voluntarios ayuntamiento de Madrid, perfil;15/04/2014;03/06/2024;;31/05/2024;mensual;Coordinación General de Políticas Sociales, Familia e Igualdad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3404;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a9635ed2f1225410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Subvenciones de cooperación al desarrollo;sociedad-bienestar;subvención cooperación desarrollo ong;15/04/2014;30/05/2023;01/01/1995;31/12/2022;sindefinir;Dirección General de Relaciones Internacionales;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1431;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5d5f2cb7b1225410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bici. Cruces semaforizados para bici;transporte;circulación bicicletas tráfico medio ambiente;15/04/2014;20/03/2024;;29/02/2024;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;4425;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c13aecf8378f4410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bici. Áreas de descanso;transporte;movilidad bicicletas medio ambiente contaminación;15/04/2014;30/11/2016;;22/06/2015;semestral;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,;3429;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ded03ff2568f4410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Bici. Calles tranquilas;transporte;medio ambiente urbanismo calidad de vida bicicleta ciclismo;15/04/2014;30/11/2016;;22/06/2015;semestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,kml,;9975;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a320f5ac548f4410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Empresas por epígrafe de actividad económica: IAE;hacienda;agencia tributaria iae empresas tributos tasas impuestos pagos;12/03/2014;16/11/2023;01/01/2013;31/12/2023;anual;Agencia Tributaria de Madrid;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;13365;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=cb784274d3c84410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (IIVTNU):  Autoliquidaciones anuales desde 2013;hacienda;impuesto, agencia tributaria, iivtnu, tributos, tasas, impuestos, pagos, plusvalía;12/03/2014;13/05/2024;01/01/2013;31/12/2023;anual;Agencia Tributaria de Madrid;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;8169;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=55665dda42c84410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Impuesto sobre Construcciones, Instalaciones y Obras (ICIO). Autoliquidaciones;hacienda;icio, agencia tributaria, impuestos, autoliquidación tributos tasas impuestos pagos;12/03/2014;13/05/2024;01/01/2005;31/12/2023;anual;Agencia Tributaria de Madrid;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2734;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4d205dda42c84410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Centros municipales de enseñanzas artísticas;educacion;teatro, ceramic,a arte, danza, musica, www.madrid.es;15/04/2014;13/05/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;68676;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0ff93a8f6a454410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos Generales ejercicios anteriores;sector-publico;presupuestos, ingresos, gastos, inversiones, presupuestos abiertos;12/03/2014;29/04/2024;01/01/2011;31/12/2022;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;46195;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=14f285e4b1204410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
PGOUM 97. Estado de desarrollo de los ámbitos;urbanismo-infraestructuras;PGOUM 97, ámbitos, remanente, situación, licencias, concedidas;12/03/2014;24/05/2024;01/01/2013;01/01/2024;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;7184;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6540361a58104410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
PGOUM 97. Edificabilidad remanente en ámbitos;urbanismo-infraestructuras;PGOUM 97, ámbitos, remanente, situación, licencias, concedidas;12/03/2014;24/05/2024;01/01/2013;01/01/2024;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;8491;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=242e9f2c87104410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Universidades, colegios mayores, residencias universitarias y otros;educacion;universidades, educación, facultades;12/03/2014;24/05/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;34889;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6ad94560b3104410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
EMT. Incidencias del servicio;transporte;incidencias, EMT;12/03/2014;24/05/2024;;;tiemporeal;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,;436930;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8f4f8185fd6f3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Semáforos apagados o en destellos en tiempo real;transporte;tráfico, semáforos, circulación, TranspaTrafico , TranspaMovilidad;12/03/2014;24/05/2024;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;2064;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=420e0b90118e3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Normativa municipal;legislacion-justicia;normativa, decretos, ordenanzas;12/03/2014;30/11/2016;;25/07/2014;anual;Dirección General de la Oficina Digital;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;7059;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f1b3c72cddbd3410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Semáforos con avisadores acústicos;transporte;tráfico, semáforos, avisadores, ciegos, invidentes, TranspaTrafico , TranspaMovilidad;12/03/2014;20/03/2024;;29/02/2024;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,geo,;8134;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e2cc3624118d3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Paneles información variable, ubicación;transporte;tráfico paneles información, informacion variable, TranspaTrafico, TranspaMovilidad;12/03/2014;18/04/2023;;;anual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,shp,;3564;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=05b6d206608d3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Instalaciones accesibles no municipales;sociedad-bienestar;instalaciones, equipamientos, accesibilidad, www.madrid.es;12/03/2014;18/04/2023;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;22609;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f31050abd15b3410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Instalaciones accesibles municipales;sociedad-bienestar;instalaciones, equipamientos, accesibilidad,  www.madrid.es;12/03/2014;18/04/2023;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;26109;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2f115117d05b3410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mercadillos en la vía pública;comercio;mercadillos, comercio, rastro, www.madrid.es;12/03/2014;18/04/2023;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;14792;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5d249324620a3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Tráfico. Información en paneles informativos de información variable en superficie;transporte;tráfico, paneles, información, TranspaTrafico , TranspaMovilidad;12/03/2014;18/04/2023;;;tiemporeal;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,;1917;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=95bec23866b93410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Relación de centros municipales;salud;salud, equipamientos, drogodependencias, droga, adicciones,  www.madrid.es;12/03/2014;18/04/2023;;;continua;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;20600;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9613e34983c73410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Áreas de actividades para mayores;cultura-ocio;parques mayores;15/04/2014;08/06/2024;01/01/2018;10/10/2023;diaria;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,zip,xls,shp,xml,;17273;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b2aa45e3fae13410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Infraestructuras municipales para el fomento del emprendimiento;economia;emprendedores infraestructuras pymes viveros aceleradoras;12/03/2014;21/05/2024;;21/05/2024;anual;Dirección General de Emprendimiento;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2059;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8ffeebd458f03410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Boletín Oficial del Ayuntamiento;sector-publico;publicaciones, BOAM, BOE;12/03/2014;21/05/2024;01/10/2013;;diaria;Dirección General de Contratación y Servicios;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,;1679;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2f3146f861be2410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Notas de prensa;sector-publico;prensa, notas;12/03/2014;21/05/2024;01/10/2013;31/10/2013;sindefinir;Dirección General de Comunicación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,;1145;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5b1146f861be2410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oposiciones y empleo;empleo;trabajo, oposiciones, empleo;12/03/2014;21/05/2024;;;diaria;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,;6717;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f7f046f861be2410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accesibilidad y movilidad en aceras y calzadas. Año 2020;urbanismo-infraestructuras;mapas,accesibilidad,aceras,calzadas,geoportal;15/02/2023;21/05/2024;;;informacionhistorica;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;442;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=afbcb9c3dcc87810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accesibilidad y movilidad en aceras y calzadas. Año 2021;urbanismo-infraestructuras;mapas, accesibilidad, aceras, calzadas, geoportal;15/02/2023;21/05/2024;;;informacionhistorica;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;482;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3f67e0b96a206810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Acceso a información pública: registro histórico de expedientes;sector-publico;AIP, derecho de acceso, acceso a información pública;14/03/2023;14/05/2024;01/12/2015;30/04/2024;mensual;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3573;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=012aa47f65d83810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Acceso a la información pública: registro de solicitudes y reclamaciones;sector-publico;AIP, derecho de acceso, acceso a información pública, registro de solicitudes;20/06/2021;14/05/2024;01/01/2021;30/04/2024;mensual;Dirección General de Transparencia y Calidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1665;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c8a92e322b82a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accidentes de tráfico con implicación de bicicletas;transporte;seguridad,circulación,vial,señalización,siniestralidad, tránsito,siniestro,incidente,ciclista, accidentalidad, bici;04/05/2017;24/05/2024;01/01/2010;30/04/2024;mensual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;85814;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=20f4a87ebb65b510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Accidentes de tráfico de la Ciudad de Madrid;transporte;Seguridad, circulación, vial, señalización, siniestralidad, tránsito, siniestro, incidente,  choque, atropello, ciclista, bici, motocicleta.;21/06/2018;24/05/2024;01/01/2010;30/04/2024;mensual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;92410;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Activaciones del SAMUR-Protección Civil;seguridad;emergencias estadisticas intervenciones, tipo de siniestro, siniestros;16/11/2017;03/04/2024;;31/03/2024;trimestral;Dirección General de Samur-Protección Civil;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;21253;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=50d7d35982d6f510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Actividades Culturales y de Ocio Municipal en los próximos 100 días;cultura-ocio;cultura ocio eventos fiestas actividades, www.madrid.es;24/06/2014;03/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;249773;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6c0b6d01df986410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Actuaciones del Cuerpo de Bomberos;seguridad;Bomberos emergencias estadísticas intervenciones, tipo de siniestro, siniestros;16/11/2017;05/06/2024;01/08/2017;30/04/2024;mensual;Dirección General de Bomberos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;23035;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fa677996afc6f510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aforos de peatones y bicicletas;transporte;Aforos, peatones, bicicletas, tráfico;29/03/2019;28/05/2024;01/09/2019;31/12/2022;trimestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;61787;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=695cd64d6f9b9610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Aforos de tráfico de la Ciudad de Madrid no permanentes;transporte;Aforos, tráfico, Intensidad, Velocidades, Velocidad Media, Clasificación, Tipos de Vehículos;25/04/2018;31/05/2024;01/01/2018;31/12/2023;trimestral;Dirección General de Planificación e Infraestructuras de Movilidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,kml,;28877;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2255a8f043cf2610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
